Threshold,Precision,Recall,F1-Score
0.3,0.04705274043433299,0.9285714285714286,0.08956692913385826
0.4,0.07386363636363637,0.9285714285714286,0.1368421052631579
0.5,0.10947109471094711,0.9081632653061225,0.19538968166849616
0.6,0.16029143897996356,0.8979591836734694,0.27202472952086554
0.7,0.23015873015873015,0.8877551020408163,0.36554621848739494
